"","X1","X2"
"76","7EZ4Eu7YJ1ltRCC5jXFJrQ","For buffets at this price point it was quite nice as so many others have gone down hill. We all were a bit impressed.  We arrived at 4:30 so some items were... Loved the buffet. Extra star for the lamb Rogan Josh. Thai coconut soup is delicious. Crab cake was so crispy and perfect. Pork porchetta was yum. 

Loved... Great host and service here. Really friendly staff - wonderful people working here.

The buffet has quite a bit of variety but all off their offerings are..."
"77","-9YyInW1wapzdNZrhQJ9dg","Based on the reviews, we certainly weren't expecting much from this place. But I can safely say that the $19 Saturday brunch buffet far exceeded our... I'm never a very big fan of buffets, but this one is definitely not worth a repeat visit.

The food selection is very bland, along with the taste of the... Really not that nice compared to the other buffets I've been to.

Only pro is the price is cheap if you get in before 11am, it's only $13 per person with..."
"78","i3mZIwNi1EiJ7-1A8amoyw","The short review is this is some of the best, freshest Mediterranean food I've had outside of Israel/the mediterranean region. 

The longer review is I had... I was glad to see a Mediterranean eatery closeby and I finally went to check it out. Plenty of parking outside. Inside is spacious. There's a bunch of... Just order they hummus Fava been and it tasted amzing...
New waiter serve me and she did wonderful 
If you go here try the knafe"
"79","LPMZ9N1sAjs2nDx7DmiZ2w","Doing laundry and needed to break a $20. Best pizza I've had since I left Brooklyn!! The lunch special 2 slices and a soda hit the spot. Didn't even have to... I when pizza places sell by the slice.  So I was working in the area.  Pulled into here, and saw they sell 2 slices and a soda, for $7.00.
Pizza is pretty... This restaurant refused to deliver to me after I placed a screen shot about being excited over a delivery order, because they don't like yelpers. Very rude...."
"80","ypfFfR3-PbtoslIhohNstw","This was my first time and I liked it!
Michelle was my waitress and she rocked it. I didnt know what to do but she stepped right in to show me how its done.... Food is good. Quality meat . Price is ok, 3 different options for AYCE and regular menu. 
Service is slow and not so attentive. They keep forgetting our... There are new owners and they changed the menu and prices. Unfortunately, it's not the same value it used to be for the all you can eat. They no longer..."
"81",NA,NA
"82","VMXl3Dm1Nwvgwo1PVYTXbg","This is a pretty fun bar to frequent with your friends. Seeing as I have very few, I do not frequent that often, but I know you will and you will enjoy... best local bar in town and truly one of the most accommodating! from food court, to dance floor, to games, they definitely have it all. I love the variety... Security here is absolutely garbage. They are willing to kick you out over absolutely nothing, and won't even tell you why or let you tell your friends..."
"83","6xgcHeLad-VaoTIQewK84A","Amazing place I will miss dearly! My last visit here was just as good as the others. Short Rib Ravioli was the best appetizer we've ever had. My Veal Chop... The unbelievable prompt service our waiter had along with his staff. 

Located at the palms casino, alllll the way to the right in the corner is tucked away... So we are on a staycation and knew we wanted to come here for a while. Menu isn't massive so it's not overwhelming. Today I was greeted  by two very nice..."
"84","5gv6AqHXfi3gJV4fb432Vw","If you want spicy wings, this is the place! 

My family and I were debating what to have for dinner and we drove passed and decided to order take out here.... In a word WOW.
We came by for a late night dinner after a day of hiking.  The service was fast and friendly and the menu selection amazing.  We had a... I called in an order for pickup and they said 10-15 minutes. When I arrived 15-20 minuets later my order still had not been prepared. When I look behind the..."
"85","N6MzDoao6s68nAIW8vS9dQ","Very good pizza - I had a bad encounter with Papa John's which I used to love so then I went Yelping for a better pizza place.  Decided to try this place.... Yup. Glad I came back. This place is my new Rigattis in town. Their dough is delish! The pizza was crispy and I ate half a large without trouble because it... Some of the better pizza I've had in Las Vegas so far. I recently tried the chicken artichoke pizza.

Pro tip: the chicken pizza on the wall is different..."
"86","SVGApDPNdpFlEjwRQThCxA","I've been here multiple times with my family and we've always had a wonderful experience! The wait time is usually 30+ minutes, but don't let that scare... Ok, updating this post. I like to give credit where credit is due, and a good recovery goes a long way. They have since seated our party, with comped... Great food with great service to boot. My wife and I grabbed a late lunch, and to our surprise there wasn't a line at the door. Everyone warned us there..."
"87","r8Jr-7YfkhJL2nxk9lxUNg","Another great meal. Such nice people and the staff is so attentive. Reasonably price delicious food. The bean and quest dip to start along with their house... My visit to this restaurant was with the intention to find the new ""go to"" Mexican food restaurant. There are so few in Las Vegas that I feel are high... My friend asked me wanted I wanted for dinner and I said Mexican. She immediately thought if this place and I'm so glad she brought me here.  The service..."
"88","M51gw2cz_vXarNBLbKkOxQ","This is a pretty casual breakfast place, kinda gives me diner vibes. All the staff is incredibly friendly and the prices are affordable.

I've come here... This is both mine and my husband's favorite breakfast spot. We truly come here about 1 a weekend. The food is out of this world and the staff is so... Our favorite breakfast spot because ... coffee cake. It's even more fun because you never know which coffee cake flavor it will be when you walk in. Will it..."
"89","dm6sO_Y8JdKTE1ZM955yug","So bummed this place closed, they had the best spring rolls ever! I haven't been able to find something similar anywhere out here, their mint ingredient was... Chada thai is officially one of my top places to pick up food! It's been less than a week and I'm back for more delicious pad Thai! I usually frequent LOS,... Yet another STAR away from the strip. 
Thai cuisine with remarkable innovation and creativity. 
Relatively small place but with a big heart and soul. 
We..."
"90","z2CVPfaG8C_rydUZCcsqbw","When it comes to Japanese food, Las Vegas has no shortage of options -- especially when it comes to ramen. Every part of town has its own ramen shop -- and... Not a bad place to get ramen on a cold day.

The only thing we both agree is there's hardly in Ramen in there to begin with for the price paid. Not super into this place. I go to a few different ramen spots around town and this place was less than impressive. I ordered off of postmates because I'm..."
"91","lv5Bnqlt93NnvNJ2oNcQ8Q","We were at the Party City at Arroyo when we stumbled onto this place! I must say, we were glad we did!

The drinks were delicious! My daughter had a virgin... So this is the reason why I gave it two stars because we've been here several times and we have the same feeling every time now however the food is great.... This is our go-to place for lunch meetings.  The food is good and so is the service.  I am a big fan of their fajita.  I typically will order a mixed plate..."
